artist,track,lyrics,esa_vector
Neton Vega,Amigos? No.,5 contributorstranslationsenglishamigos lyric llena de fajos de billetes mira en mxico asesinan un narcotraficante jacobo termina una poca con llegando la de la noche la ley lo permite en una de la partes lo acusa usted ola de terror la humanidad toda como ya la miro se meti temprano se pele con su pap su pap yo como un tonto en la disco esperndola esperndola ella juega sucio sabe manipular manipular quiere ser mi amiga yo aqu amndola ella mira como yo la miro yo le doy mi vida ella ni un besito esta noche nia te va conmigo harmos de todo menos ser amigo mnos ser amigo ser amigo menos ser amigo ser amigo wuh suena el neto mijita uh su compa scar maydon loca trastornada yo qu le pa pa ya tom de todo siendo de cualquier licor licor cuando baila todos sus problemas se le van se le van le rob un besito ya dijo na ahora ella mira como yo la miro ahora hasta su amiga quiere andar conmigo esta noche nia te va conmigo haremos de todo menos ser amigo menos ser amigo menos ser amigo ser amigo menos ser amigo ser amigo menos ser amigo,"[[0.0012151948105208464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002118763541867314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001764174787759467, 0.0013014348423990617, 0.0, 0.0035574341995984913, 0.0016897797104460995, 0.0010124362023195212, 0.0, 0.002285903972787474, 0.0006046400608260092, 0.0006590973384885495, 0.0, 0.0, 0.0, 0.0018859914264856147, 0.00012327743881171218, 0.04681769561852938, 0.00023905611517195132, 0.0, 0.000189694885087031, 0.0, 0.0, 0.0, 0.0, 0.0017922394741710754, 0.00028181892210478134, 0.0, 0.0, 0.002887500581388814, 0.003241191995583186, 0.011563632216554005, 0.0, 0.0037888138361406357, 0.0, 0.0022620717241090857, 0.0, 0.0, 0.0006461507412293634, 0.0, 0.0017721195582471297, 0.0008010815423792615, 0.0, 0.0, 0.0, 0.0014390386487941583, 0.0, 0.0008774769693738341, 0.0006714471264027976, 0.0006442996193500266, 0.0013851136098711075, 0.0, 0.0009532000570012639, 0.0007747933672497256, 0.0005699456229584867, 0.0, 0.001170924915425591, 0.0006088703791121077, 0.0003410772587485727]]"
Neton Vega,Presidente,12 contributorstranslationsenglishpresidente lyric carros de mercanca directa que le mando al cliente hasta en bugatti la cocaine llega hasta medio oriente se ven los lv ya elev chingu un pase en caliente pero con la reina isabel con los presidentes vendiendo libra gastando libra con unas putas pero esterlinas perfil de artista yo salgo en la revistas insta privado fresita en el telegram la agua frescas se van de aqu para de para ac cuerno colorado ando en la brabus patrullando el charco compa shrek al tanto el pinche jacob e del padrino cinco millones al brinco agua de calzn mi una gera prieta pero de cach un tusi de la cuatro lech la orden de el 3 tambin de el ayo eah suena su compa gabito viejo jlese compa neton noms jlese la grea compa luis r bien jalapeo compadre tracas hijo e su puta madre la armas exportadas la mandan en paquetes llegan de rusia jalisco la lnea directa el flete nike la gorrita versace los lentes mirando para todos lados fumndome un matagente vendiendo libra gastando libra con unas putas pero esterlinas perfil de artista salgo en la revistas insta privado fresitas en el telegram la agua frescas se van de aqu para de para ac cuernos colorado ando en la brabus patrullando el charco compa shrek al tanto el pinche jacob e del padrino cinco millones al tiro agua de calzn mi una gera prieta pero de cach un tusi pero de tres lech la orden de el 3 tambin de el,"[[0.002889723519469076, 0.0, 0.0, 0.00024443119611433227, 0.0, 0.007879559586633252, 0.0, 0.0, 0.001155740499113668, 0.0007175013603842621, 0.0008111924234978856, 0.0013152572972360424, 0.0, 0.0, 0.0, 0.0013280348518480633, 0.0, 0.000224389271565585, 0.003209174534323529, 0.003633258461137322, 0.0, 0.009403074749968257, 0.0036514181917430472, 0.0011140646742135115, 0.0006324673245084617, 0.004054547988408066, 0.0032653007647007047, 0.00012682831050289217, 0.0, 0.0, 0.0, 0.004513717346122161, 0.0016942979507132288, 0.07342706737835712, 0.0021805052736239582, 0.0, 0.0005699716579882128, 0.001254587404436121, 0.0, 0.0, 0.0, 0.002008135907664771, 0.00016929486128189534, 0.0013917976712248337, 0.0, 0.0048058217767138435, 0.006340521335413247, 0.018698030661863107, 0.0009219010094228983, 0.005587029448348446, 0.0, 0.0044251355823702165, 0.0, 0.00010037358990446196, 0.0022634658225103507, 0.00010326139062521998, 0.0014248069103983206, 0.0, 0.0, 0.0, 0.001943316168216481, 0.002921374879732238, 0.00041416207702542335, 0.003138968786485337, 0.00037518936766019694, 0.000708974495264586, 0.00457245445884231, 0.0, 0.0007866617979462623, 0.0017277169302537402, 0.000627156835468704, 9.953868988508349e-05, 0.0009111146119100089, 0.0015752776616955485, 0.00482609657751294]]"
Neton Vega,Mi Vida Mi Muerte,5 contributorsmi vida mi muerte lyric son mi suerte tambin son mi muerte son mi suerte tambin son mi muerte son mi suerte tambin son mi muerte son mi suerte tambin son mi muerte cmo niego que gan el deseo que debo pero la do la quiero quiero chec el cel se prendi el cerro pinche vieja loca hasta par el dedo pero de lla soy el bueno hace mucho timpo dijo qu bueno porque yo ya te quiero que soy un perro que cambi el dinero con un pendejo ahora quiere darme celos pero por eso hay pedo yo sigo sereno sigo esperando mi cumple en enero llega el dije de oro negro para que brindemos con un buen gallito un whiskito un tequila en puro hielo e que cmo sacarla de mi cabeza tampoco qu tienen esas nalga esas teta e que cmo sacarla de mi cabeza tampoco qu tienen esas nalga esas teta twenty la camisa plein money money rain rain klein know ready bang wearing chain living life cj mine baby e que cmo sacarla de mi cabeza tampoco qu tienen esas nalga esas tetas e que cmo sacarla de mi cabeza tampoco qu tienen esas nalga esas tetas son mi suerte tambin son mi muerte e que cmo sacarla de mi cabeza son mi suerte tambin son mi muerte tampoco qu tienen esas nalga esas teta son mi suerte tambin son mi muerte e que cmo sacarla de mi cabeza son mi suerte tambin son mi muerte,"[[0.00047190622884785626, 0.0004032519835352818, 0.0002265300890180873, 0.0007961927045317548, 0.0, 0.0020111393543009153, 0.0, 0.00013040945334814012, 0.0004537962558213084, 0.00019010392246619358, 0.0021341243519331517, 0.00014004141442280297, 0.00024267945014275918, 0.00035837765518218823, 0.0011743332951144395, 0.0003379471983958995, 0.00010999389613637473, 0.0005796792882962411, 0.00037618065469735757, 0.00033344998493476736, 0.0003254597345724902, 0.003967778177962745, 0.00038546346184250717, 0.0, 0.0009601563007888554, 0.0012448648762729759, 0.0023648073288011356, 0.00013376458610042126, 0.00047992932744139716, 0.00031675191654365287, 0.0, 0.0010191025778609616, 2.276261908876894e-05, 0.00916255216531813, 0.0002883858614497564, 0.00018660437216788371, 0.0002778067647140662, 0.0004151626160508187, 0.0, 0.0030686839299609047, 0.0006966668095411206, 0.0003734269488023934, 0.00019381368963894768, 0.0015388723547285388, 0.0013098660118680543, 0.0013070439315376599, 0.003048919740550359, 0.006883380009894081, 0.0, 0.0013616385603946884, 0.0003012534421218509, 0.0008418331427454986, 2.30401315971204e-05, 0.007753165763518208, 0.000516566600881978, 0.002162465644381551, 0.01249830375385953, 0.0009011222298860078, 0.0005272928373615423, 0.00024108238735456034, 0.0005420535853619589, 0.0019157921740190335, 0.0004368158295793407, 0.004653594411575922, 0.0002689184562609341, 0.0, 0.0006649312412017884, 0.0019931325911905044, 0.0003619230892847769, 0.0007013194569525709, 0.005206612528749799, 0.001496148337674668, 0.00040940123860764655, 0.0006238750279748039, 0.002180686877344611]]"
Neton Vega,LA PATRULLA,13 contributorstranslationsenglishla patrulla lyric miren quin lo pensara el muchacho se fue le sobra la calidad de varias la ha librado andando en la patrulla la ganas de superarme por la noches perturban sigo siendo el mismo solo que cambi los plane los medios zumban de repente no vamos de rumba porque hoy se puede hacer lo que gusta los doble cara caen en la punta lo peor del caso que de esos abundan muero si est vngase pa c mi nena mam vngase mrqueme mi celular te quiero acariciar tu pelo rozar noms compa neton pa que sepan viejo suena la doble p viejillo jlese la grea todo le aprendido al viejo bien firmes con su bandera prohibido decir su nombre da la vuelta al mundo en su jet despega siente el peligro la glock desenfunda digo el nombre por si se preguntan uno de uva aqu vo prender de varias la ha librado andando en la patrulla muero si est vngase pa c mi nena mam llmame mrcame mi celular te quiero acariciar tu pelo rozar,"[[0.0024234471187324106, 0.0, 0.0, 0.0, 0.0, 0.004819517587965305, 0.0, 0.0, 0.0006283859855317918, 0.0001712811245767096, 0.0007622724379163303, 0.0, 0.0, 0.0, 0.0, 0.000722063897422562, 0.0, 0.00012200236442664731, 0.0032097231700679322, 0.003540577842327394, 0.0, 0.009370008239832701, 0.0032427844690146534, 0.0, 0.0, 0.0033283161587792176, 0.0016139744807119015, 0.001478732853043223, 0.0, 0.0, 0.0, 0.0032946085043188606, 0.0015470585294677145, 0.07885955960662032, 0.0005797609663255079, 0.0, 0.0, 0.0004435176257460805, 0.0, 0.0, 0.0, 0.0013848537352003543, 0.0, 0.0, 0.0, 0.004899311938590071, 0.006463866809625316, 0.019359697610368137, 0.0, 0.004693399690117704, 0.0, 0.004511220056814237, 0.0, 0.0, 0.0015414407156056937, 0.0012039551420898083, 0.0038733984630190746, 0.0, 0.0, 0.0, 0.0020715842230160904, 0.001970891802861486, 0.0007751150121019094, 0.0020233852394895653, 0.0002039936653072283, 0.0, 0.0027623139581384832, 0.0, 0.0010692868545356215, 0.0008697132070838679, 0.0021773289318375412, 0.0, 0.001055819747149184, 0.000492210125720146, 0.0024199279722126412]]"
Neton Vega,Chiquita,3 contributorschiquita lyric un whisky la rocas bien llena la bolsa do tres toque e m lo que e conoci vago mija aguante pues chiquita bonita pero bien maldita te voy comer si te vuelvo ver pa qu no hacemos djate querer el corazn fro pa que haya lo yo poco cambiado sigo siendo el mismo chill el odo yo noms ro ay chiquita tito double p ah suena el neto mija de guache empolvada la nariz helada culos de montn de gucci de dior parece un ngel parce el mismo dios chiquita bonita pero bin maldita te voy comer si te vuelvo ver pa qu no hacemos djate querer el corazn fro pa que haya lo yo poco cambiado sigo siendo el mismo chilla el odo yo noms ro ay mam,"[[0.0006648612266620161, 0.0, 0.0, 0.0, 0.0, 0.0002832446530723113, 0.0, 0.0, 0.0, 0.0, 0.00042066688266567556, 0.0, 0.0, 0.0, 0.0, 0.003044664214515389, 0.0, 0.0, 0.0005669839046951222, 0.0013122029408478104, 0.0, 0.0019463546463802856, 0.0005430743020114849, 0.0, 0.0, 0.0, 0.0035422899711831184, 0.0027046508270755216, 0.0, 0.0, 0.0, 0.0008165984412135435, 0.0, 0.02000596072077309, 0.0, 0.0006951733587097148, 0.0, 0.0, 0.0, 0.0, 0.0003161761842349781, 0.0, 0.0, 0.000831536912600182, 0.0, 0.0018959722858609266, 0.001773331211895903, 0.007160118112176487, 0.0, 0.0028926681095988805, 0.0, 0.001237631833404565, 0.0, 0.0, 0.0002309793632712539, 0.0008807983596902864, 0.0, 0.0, 0.0, 0.0, 0.0005715906956208843, 0.0, 0.0, 0.00044316812960140445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005173673806104149]]"
Neton Vega,LINDA,4 contributorstranslationsenglishlinda lyric soy de usted hasta que muera con ese booty que tienes dime quin te desea hey este nigga con ese meln que cargas te va pa l youtube llama cuando quieras la hora que quieras ocupas motivo noms e cuestin de que quieras qu bien lo menea qu bien lo menea son operadas le crecieron la nena soy usted aunque lo crea si llamo digas que la llevo con perras love love soltera bien preciosa cualquiera e como clmate que al rato se hace dando la vuelta pongo un pase hago lo que sea por ti hago lo que sea tienes ni competencia ay ay linda eres la buena eres mi perdicin ay ay linda eres mi droga eres mi perdicin tito double p ay mam dando el rol prendo un blunt te manejo el ritmo traigo el flow con el neton se prendi el show vngase mija si quieres los tennis nike son air force 1 pa que lo muevas pa pa ac de lado lado dejo de mirarlo ese culito tiene bien condenado yo tengo lo que quieres si buscan varias plebe hay conectes hay billetes pa disfrutar los placeres di qu perra quedo la rola est bien piratn por eso cargo una pistola traigo los ojos colorado ando tranquilito ahorita la pinga ha tronado ay ay linda eres la buena eres mi perdicin ay ay linda eres mi droga eres mi perdicin tito double p yo tengo lo que quieres si buscan varias plebe hay conectes hay billetes pa disfrutar los placeres vente ya que quieres que te suba la mercedes dile al vato que tienes dile que ya lo quieres dando el rol prendo un blunt te manejo el ritmo traigo el flow con el nickon se prendi el show vngase mija si quieres clmate que al rato se hace dando la vuelta pongo un pase hago lo que sea por ti hago lo que sea hay cuidado ni competencia ay ay linda eres la buena eres mi perdicin ay ay linda eres la buena eres mi perdicin,"[[0.014731433226277069, 0.009988186371849013, 0.0006948906381882763, 0.0007102038137007975, 0.0004237308720856187, 0.003959904710799933, 0.00417545011233754, 0.00026365985767069506, 0.0008527573334845722, 0.00028966344115502533, 0.0008500321155893381, 0.00014802391785641804, 0.0, 6.561122841256162e-05, 0.0, 0.010183349239833621, 0.0, 0.00010908932954548992, 0.0016892270822697372, 0.0035487974888608427, 0.0003579698475895063, 0.004371051268017907, 0.0035773438967621166, 0.0, 0.00017254448649215486, 0.0009686473745466266, 0.0023962831500542814, 0.002489935624502552, 0.0015631260748016258, 0.0004292114151697521, 0.0, 0.0017166199888949934, 0.0024188432489293467, 0.035248784854096264, 0.0006503297596551675, 0.00020366710733860173, 0.00019587548032881492, 0.0005368757613605021, 0.000566826354171088, 0.00019770281493948242, 0.0002646236564107254, 0.0013104735520444903, 0.00011442688800347986, 0.0006959548164108774, 0.0, 0.0028114391908039315, 0.0031991603554260466, 0.012290703734574625, 0.001160223181864344, 0.002828231788241785, 0.00011522777075237291, 0.0022327349534596885, 0.00020265921311628493, 0.0011495981012743207, 0.0004222148186646272, 0.0011418693464715554, 0.004457022583011426, 0.000827168469762612, 0.0018400158967654021, 0.006112925353901555, 0.0020888332488486357, 0.0012755905617391336, 0.0, 0.002253409912744721, 0.0009380086491688873, 0.0, 0.0, 0.0011215288076326022, 0.0008024129870081822, 0.0006968728984333495, 0.0023757056511688824, 0.0008252138046089591, 0.0004055801142643676, 0.00033905391971988583, 0.002604049408279946]]"
Nirvana,Smells Like Teen Spirit,318 contributorstranslationstrkeespaolportugusitalianohebrewfranaisdeutschsmells like teen spirit lyric load gun bring friend fun lose pretend oh know dirty word hello hello hello low hello hello hello low hello hello hello low hello hello hello light less dangerous entertain u feel stupid contagious entertain u mulatto albino mosquito libido yeah hey yay worse best gift feel blessed little group always always end hello hello hello low hello hello hello low hello hello hello low hello hello hello light less dangerous entertain u feel stupid contagious entertain u mulatto albino mosquito libido yeah hey yay forget taste oh yeah guess make smile found hard hard find oh well whatever never mind hello hello hello low hello hello hello low hello hello hello low hello hello hello light less dangerous entertain u feel stupid contagious entertain u mulatto albino mosquito libido denial denial denial denial denial denial denial denial denial,"[[0.003430348246843434, 0.0017273098018777359, 0.0031711788599429044, 0.0018354446209305965, 0.00013232388458466274, 0.0034382800079383086, 0.0004923597389924235, 0.004026550127949741, 0.002321566781553805, 0.0035147359328856495, 0.0035701153988454107, 0.0002733008763455004, 0.005155655023101018, 0.002735063305360733, 0.0005116570643463699, 0.0045277970861531186, 0.00314268505277482, 0.0017296360042660939, 0.0008424969192600954, 0.0005521338247661833, 0.001450002657757076, 0.0013895447918508403, 0.0011845587398214212, 0.0006827111124174204, 0.003689151097523605, 0.0014089997458081745, 0.0010812451376125411, 0.0030385628901241648, 0.003068367833371195, 0.0005568587274415715, 0.00029819093897120915, 0.0016905641665322152, 0.0022369019374239014, 0.0018297926714052899, 0.0035211889744342084, 0.0025196020281905663, 0.0016900235748240902, 0.004386947940199958, 0.0005848705154428947, 0.002432162937679118, 0.0026047186003411234, 0.002142234066917933, 0.005830748805300423, 0.00020096500233320259, 0.0005575823974368723, 0.0025312319890151347, 0.0005353564441988133, 0.002150554479318241, 0.000608399267284784, 0.0028458547214447886, 0.005257695584212682, 0.006842311863768699, 0.000532128438853396, 0.0017107106191836, 0.001997134236799478, 0.003214382005535074, 0.0001948588217066844, 0.0004014375790558598, 0.0027835957193332395, 0.00038227678115635317, 0.0042096435754018675, 0.003482122278962594, 0.003744863642760261, 0.0036601203974168848, 0.0022550797088953306, 0.0, 0.0020621004645220977, 0.00043904740472551154, 0.00017490633591124078, 0.0023511788374051988, 0.001173175053191018, 0.008352980305197174, 0.0020602476594621904, 0.0030082125982257004, 0.0007417250344326092]]"
Nirvana,Come As You Are,186 contributorstranslationsespaolportugusitalianofranaiseestideutschcome lyricsinitially thought great crossover potential management come intended main single nirvana second album nevermind smell like teen spirit imagined read come want friend friend old enemy take time hurry choice late take rest friend old memoria memoria memoria memoria come doused mud soaked bleach want trend friend old memoria memoria memoria memoria swear gun gun gun memoria memoria memoria gun swear gun gun gun gun gun memoria memoria,"[[0.004156640764381654, 0.004128789102186949, 0.0036274861792980127, 0.004664733388440837, 0.002329831480424673, 0.005340788251846686, 0.007620170912226146, 0.001507500271452759, 0.0069238489424039125, 0.0022830070606844424, 0.005318521405812464, 0.0007537031529673091, 0.0020640004809444226, 0.002912740950213177, 0.0011133495521041233, 0.0004244704214312382, 0.0022113411557641107, 0.0018458866272467174, 0.0029599841901096977, 0.0005667803479418367, 0.004691258910239654, 0.005844756302663355, 0.0029539206721661882, 0.0037165478194012593, 0.0018029132555146478, 0.0032553792426457816, 0.0016747323268966987, 0.0018437198598475004, 0.0026213393721933953, 0.000801955489106658, 0.0015004410863140845, 0.002320930868949722, 0.002751648249282875, 0.00128698715647338, 0.003715863369471611, 0.004310816537013607, 0.00208398658131086, 0.0016832757706715525, 0.0012269994587100423, 0.0026467504673721295, 0.0023292775296287274, 0.0037631254000681813, 0.00033978580915700464, 0.002305828091450724, 0.003844911425992801, 0.00695908318676377, 0.0018736136041006947, 0.0017812526918019294, 0.003268639065940618, 0.004467899009225528, 0.028683633208722036, 0.0067090732445393006, 0.0012344565097293498, 0.005268591378468585, 0.001983144586291218, 0.003901634799080119, 0.000878986118168863, 0.0010957209304796951, 0.0037514082890577256, 0.002629709113182519, 0.002606768973918364, 0.004126865550402803, 0.0012278955459365634, 0.003265494268133657, 0.0025795415088080156, 0.010504275876343276, 0.01574317256465387, 0.00246233536186558, 0.001017720425694765, 0.003296245899986383, 0.005725417927022837, 0.001989222027358495, 0.0010681448292574412, 0.0011145106475515382, 0.002169335136272035]]"
Nirvana,Heart-Shaped Box,154 box lyric eye like pisces weak locked inside box week drawn magnet tar pit trap wish could eat cancer turn black hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice advice orchid forgive one yet cut angel hair baby breath broken hymen highness left black throw umbilical noose climb right back hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice advice eye like pisces weak locked inside box week drawn magnet tar pit trap wish could eat cancer turn black hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice advice advice advice,"[[0.0035347860809777105, 0.010810852441967903, 0.003173082094941654, 0.00405197606206439, 0.001117113390128794, 0.0013004798011373715, 0.01300707143704607, 0.0012767805383119986, 0.006680991572607854, 0.0007829855135707308, 0.004820562650966957, 0.00046432106651969846, 0.0020422734658145773, 0.004475385172130695, 0.0014769630004585672, 0.013556736715560432, 0.0007605758204614167, 0.0015469166927292528, 0.0038629101637112505, 0.004478773185147104, 0.0012865174741092857, 0.010521464830199802, 0.00144969262300865, 0.000822527356878976, 0.008634804005957009, 0.0031045970497507766, 0.005220963105323191, 0.0034196836202719035, 0.014524072890484456, 0.006768706131241202, 0.0019779186821601465, 0.004334048698425999, 0.0013707075656935713, 0.016342308792262894, 0.0049232908133613525, 0.0031352374894430633, 0.0037233817439080307, 0.0029522090359680054, 0.0017166126376951267, 0.00712354687392185, 0.003182763692495373, 0.00479582216519064, 0.004279498257613181, 0.007060278987417577, 0.0006064266524828982, 0.006620124971471827, 0.006510834171515411, 0.005160383665694271, 0.0015170875486966132, 0.0037732272492779963, 0.0053773118057520875, 0.013571074614115294, 0.0015257085724238479, 0.0021438751066713358, 0.0016240681603698066, 0.002541135543905401, 0.00502276101650295, 0.001098587170220095, 0.0009014225460334446, 0.010195046445772873, 0.00027683128567724136, 0.003232679859955236, 0.0020715073858649613, 0.0037928590276922114, 0.0020464139360648484, 0.0050381579644828735, 0.0011806423586325334, 0.00901471347057511, 0.0018334996093360163, 0.0015536453294418885, 0.00221847332381305, 0.0022065057658644366, 0.0010318818258788513, 0.006284574593187559, 0.0023944348212150616]]"
Nirvana,Lithium,185 contributorstranslationsespaolportugusitalianofranaisdeutschlithium lyricslithium perfect description manic depression every line happy sad reference god recalling kurt lived devout christian family title read happy today found friend head ugly okay broke mirror sunday morning every day care scared light candle daze found god yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah lonely okay shaved head sad maybe blame heard sure excited ca wait meet care horny okay good yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah like gon na crack miss gon na crack love gon na crack killed gon na crack like gon na crack miss gon na crack love gon na crack killed gon na crack happy today found friend head ugly okay broke mirror sunday morning every day care scared light candle daze found god yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah like gon na crack miss gon na crack love gon na crack killed gon na crack like gon na crack miss gon na crack love gon na crack killed gon na crack,"[[0.02215990275058025, 0.017778887884423878, 0.0019510582715547397, 0.0023920807065960213, 0.0019885711854806896, 0.0014307114615419465, 0.005950817187848936, 0.0014994513241148213, 0.002382894290034184, 0.001507174848738209, 0.002464334569951554, 0.001135590685276822, 0.0011989657065581923, 0.0036341267561441756, 0.0002578483851260905, 0.016814256877347354, 0.0006530268973503551, 0.0013010939291082557, 0.0009181229038345101, 0.002440253989782785, 0.0013400523904012872, 0.004820185661856427, 0.0017734732189607653, 0.0021334455779000176, 0.0015855915338616302, 0.0008073618426670845, 0.0009971548843393323, 0.0022446567721323115, 0.0017914935124117037, 0.0020889877642335723, 0.0011729751711016456, 0.0015632895072358994, 0.0019046506084163272, 0.0017848238426627172, 0.003606637734746458, 0.0016864543287999235, 0.0009342991216257242, 0.008329325625035532, 0.004002956721270181, 0.0018621016246408858, 0.0016887169693239306, 0.0026818581718262915, 0.0009528718781828263, 0.0, 0.0014590109149004824, 0.0027865272964622705, 0.0009497862736907979, 0.00114595948386441, 0.0014408434057726514, 0.001412917547771861, 0.005715780647155795, 0.00254150422805754, 0.002384699512653383, 0.006297025828020977, 0.002438599667684973, 0.004212873116039024, 0.001024460207076271, 0.00042126075204565434, 0.0006080125936186421, 0.010219875429849106, 0.003847443190592636, 0.00731765445275447, 0.009207065331936657, 0.0050514131100099545, 0.0020667346815822943, 0.0002947482772170739, 0.0002487190875466324, 0.0007817571770773394, 0.000536356007720822, 0.0028085048161909636, 0.005297515832383898, 0.0013292436733836964, 0.0015878869589681284, 0.0017937152047347478, 0.00043937371348513714]]"
Nirvana,About A Girl,78 contributorstranslationsabout girl lyric need easy friend ear lend think fit shoe clue take advantage hang dry ca see every night free standin line hope time pick number keep date take advantage hang dry ca see every night free need easy friend ear lend think fit shoe clue take advantage hang dry ca see every night ca see every night free,"[[0.006609263183564396, 0.007536412238102994, 0.004505978054183142, 0.007650077694046579, 0.00038120459688216365, 0.000629796051360318, 0.0, 0.0011684420443628981, 0.009090815874478745, 0.003087551402143938, 0.005975063580642798, 0.001993912155671549, 0.0034919698568738316, 0.005273659697568905, 0.0, 0.011103749790655787, 0.003861826156007547, 0.002014414602023689, 0.0015848365971115103, 0.0026036291203613447, 0.007125223761124633, 0.014378930731310807, 0.0027068043641206934, 0.02710964944814853, 0.05693742048600844, 0.007764522760268627, 0.025494963074744713, 0.0023032615123994593, 0.0010850296261684976, 0.005151820685158555, 0.025081561130578103, 0.0009602979653099547, 0.004322517417730595, 0.0019642427854305376, 0.008562979149589109, 0.00859420341634658, 0.004839498152280672, 0.0016111086000106865, 0.0002549677426739984, 0.006849119684842243, 0.0014410741540604993, 0.017353944711547335, 0.0016563578942666104, 0.0062619716645714975, 0.0, 0.009898287697767098, 0.004413877994060878, 0.0038507281005943006, 0.0006240082690834377, 0.0034968877136512247, 0.03448251313236236, 0.010243267908457018, 0.0026161158480293347, 0.006153377657391003, 0.0017630683652113842, 0.007798717336441233, 0.01141579634193436, 0.0, 0.0024588069994357495, 0.005665247722649227, 0.010025323444241278, 0.008172253076858753, 0.007255229491493182, 0.009668156050823603, 0.0018910491257936263, 0.0003194982234474862, 0.0014117932916337633, 0.00882713197667567, 0.0009781232708473474, 0.0026448244357540397, 0.0032139406185064737, 0.0030480194896886524, 0.0027981265675928292, 0.001047702744235732, 0.0051775189791038205]]"
Tommy Richman,MILLION DOLLAR BABY,100 contributorstranslationsportugusdeutschespaolpolskinorsk bokml riksml trkemillion dollar baby lyric baby think baby could think baby think baby could think baby think baby could think baby think baby could think ai never rep set baby tsk tsk ai wrong could clean good oh know right wrong wan na make badly baby yeah oh hell yeah yeah rep city damn long ah ah still notice sound next va next yeah yeah neck yeah yeah running check yeah yeah yeah yeah bad lil mama diva matter happens come u know better friend better friend took queen gambit yeah yeah showed around friend tried pick energy matter know moved tried oh believe baby know lied oh night long mean changed stayed losing mind ooh said city mine ooh ai never rep set baby ai wrong could clean good oh know right wrong wan na make badly baby ai never rep set baby ai wrong could clean good oh know right wrong wan na make badly baby hell hell nah yeah hell hell hell hell baby think baby could think baby think baby could think hell hell nah yeah hell hell nah hell hell nah,"[[0.005534842216470729, 0.004396454330350397, 0.005890158580674715, 0.012883944882935254, 0.005216808913789134, 0.001312960025291653, 0.004560752049317848, 0.005231773001797875, 0.004705935190838221, 0.0014847114854133778, 0.00884247972000407, 0.0005968022196617517, 0.008008297469363584, 0.00432646059969606, 0.0, 0.00416235635914956, 0.001646457631508255, 0.005895756468472979, 0.005064250195823806, 0.00464318239930533, 0.010434413893833233, 0.0030346013691982866, 0.0017692733800203924, 0.00982742283523256, 0.00834665169440392, 0.003917730276947731, 0.010116239970434118, 0.007986945113610124, 0.0025855407366831965, 0.002585489653084693, 0.0052223064572012486, 0.012069553631757888, 0.0025360427061369944, 0.012676766790285269, 0.002243795457996474, 0.002302872466820802, 0.0015287452775650122, 0.0007332885900182511, 0.0012106308870937822, 0.0043357790924325535, 0.0051277925887331585, 0.005579857754724496, 0.0022208969519759863, 0.0045352361909255885, 0.005764238552588367, 0.00785368790777874, 0.0016280454896060966, 0.0024700309750994454, 0.0017100841471676786, 0.002749088570826751, 0.01597381800462028, 0.020507874842170096, 0.0024234401538501815, 0.0032701584542912626, 0.004882006079192616, 0.009819854341849047, 0.010409984983515511, 0.0009957852529690848, 0.001448905229848779, 0.008259249895196934, 0.007113889147272926, 0.006940095637266484, 0.006387980221059518, 0.00694199784569206, 0.0037952454137395674, 0.0009759624490667868, 0.00017664401318287365, 0.0016928112911610597, 0.0025418500259058586, 0.003877933469870857, 0.002565009679895941, 0.002332248451459725, 0.0036221544276952918, 0.009242731222242147, 0.003206770415588178]]"
