artist,track,lyrics,esa_vector
Sabrina Carpenter,Bed Chem,112 contributorstranslationsespaolportugusting vitpolskifranaisitalianodeutsch phasa thaicataltrkebahasa indonesiaeskybed chem lyric sheer dress day met rush talked sec friend hit could connect odds send text next thing know like manifest oversized digress got scrollin like breath got goin like ooh ah cute boy white jacket thick accent like ooh ah maybe head bt really good bd chem pick pull turn oh make sense talk sweet doin bad thing bed bed chem chem lookin yeah know mean obsessed free next week bet really good come right mean camaraderie said time zone wan na art thou uponeth see mind let fulfill prophecy ooh ah cute guy wide blue eye big bad mm like ooh ah know sound bit redundant bet really good bed chem pick pull turn oh make sense oh make sense talk sweet doin bad thing bad bed chem oh bed chem lookin yeah know mean obsessed obsessed free next week bet really good bed chem bet arrive time bed chem bet thermostat set bet even better head pick pull turn ooh oh make sense oh make sense talk sweet doin bad thing bed chem oh bed chem lookin yeah know mean obsessed obsessed free next week free next week bet really good ha make go ha ha make go ha oh oh ha make go ha yeah yeah oh ha make go ha ooh oh baby little,"[[0.009207195581968993, 0.010509629429824512, 0.007774057978860635, 0.01612533509398674, 0.0022028496965528256, 0.0026323980971082153, 0.0029808701741418464, 0.002561019994989662, 0.0058862883534195375, 0.0009757934237017224, 0.005071781664279415, 0.001937111919705018, 0.006057281029528219, 0.005276491023546699, 0.001447030278863107, 0.00884591986804647, 0.0036135760205542634, 0.006623440418036436, 0.005579831657786879, 0.0035214360992933953, 0.0099847537441402, 0.017267069941858254, 0.004340407482922872, 0.012503107032561408, 0.005962126978945737, 0.008433121934116494, 0.005249513095569029, 0.002387329863900781, 0.009372852362301065, 0.013906139349931507, 0.0019675066094901727, 0.0051276240359892115, 0.007420934007680248, 0.009646299522560861, 0.006035591220531906, 0.009978032061901607, 0.004693894455336644, 0.0016389955185175623, 0.001299647095050374, 0.014968811589527689, 0.007905156417872053, 0.008856112285807296, 0.0052431624322500665, 0.005664403851596311, 0.010593895695229207, 0.009575536733302418, 0.0052224307299231845, 0.004254364803239279, 0.003731066265213729, 0.005635154192039475, 0.013016198539109328, 0.02955710443940357, 0.006085975336068989, 0.004537078244642003, 0.006608381569563969, 0.013396568106488819, 0.0049503847391138625, 0.001327309520728297, 0.0045737897299092875, 0.009870679781508792, 0.015313063674170128, 0.011637366155937023, 0.006082341035362354, 0.008483448422236304, 0.010689001968740081, 0.0005517389621238065, 0.0018055110269550867, 0.004155776381624149, 0.002905884649032438, 0.004759011881694039, 0.004718851951633853, 0.007444059286468061, 0.009699801830416301, 0.005030795347947263, 0.008338611495666698]]"
Sabrina Carpenter,Juno,90 contributorstranslationsespaolportugusting vitdeutschpolskifranaishebrewnorsk bokml riksml bahasa indonesiaeskycataltrkeitaliano phasa thaijuno lyricsdesiring become pregnant simply due way partner make feel juno cheekily reference 2007 film name protagonist played elliot page also pregnant read ooh ooh tell hot as thing oh yeah get whole package babe like way fit god bless dad genetics mm uh make wan na make fall love oh late night thinking wan na try fuzzy pink handcuff oh hear knockin baby come know want touch life love right know might let make juno know might let lock tonight one cute two though give baby make wan na make fall love oh showed friend sorry feel objctified ca help hormons high give butterfly make wan na make fall love oh late night thinking wan na try freaky position ever tried one know want touch life love right know might let make juno know might let lock tonight one cute two though give baby make wan na make fall love adore hold explore mark territory tell one adore hold explore fuckin horny tell one ah oh know want touch life love right know might let make juno know might might let lock tonight one cute two though give baby make wan na make fall love,"[[0.1269087284192976, 0.09529510351619055, 0.022267613190758293, 0.016722840815471245, 0.013638087294855755, 0.010334638374569504, 0.03660435818155555, 0.009559857527658571, 0.03128687229407989, 0.00798075004063517, 0.01262255571252505, 0.0024839160807029544, 0.015192506799252013, 0.008968722315956794, 0.0005728310008368422, 0.09053955982749867, 0.004939001233703343, 0.008143716047129332, 0.011072077163735466, 0.003690442490141503, 0.0076404211840774726, 0.010398679306355095, 0.005051440576735465, 0.0043614847401526975, 0.014999459893518276, 0.0094026809527862, 0.011399855333461467, 0.0038748876681230235, 0.0172698817836155, 0.018460120185614166, 0.006127686818103707, 0.0051249429581501724, 0.009544753924414963, 0.021832532775349994, 0.0073564822860310705, 0.006063289079402676, 0.0035070542169052497, 0.0038768706440140323, 0.007561370321593467, 0.020302489915089855, 0.010244341152161161, 0.011633826198696804, 0.006787907536527958, 0.0036579197500639315, 0.001244366704301081, 0.012232347526349618, 0.0112366807593592, 0.0024094244645669178, 0.005016141620550971, 0.00837340377151416, 0.018435047707379085, 0.02777227223544575, 0.004245751567260103, 0.010156938751359645, 0.009107406172973382, 0.01836740460187216, 0.011598534653042019, 0.007687245328953454, 0.0017270562840244585, 0.062288807549432376, 0.02714500442262633, 0.019586302349839275, 0.006725855368259911, 0.015536287722291691, 0.009909362526789419, 0.0041806376363595806, 0.004485658013444068, 0.00458830273280319, 0.004782634881756312, 0.008409363989942652, 0.012322371369238553, 0.011080421663849843, 0.006804693003868299, 0.013496308353071619, 0.006461458181867581]]"
Sabrina Carpenter,Nonsense,65 contributorstranslationsportugusnorsk bokml riksml italianofranaisespaolhebrewtagalog nonsense lyricson nonsense sabrina talk feeling significant get anxious around loses control mouth start blabbering nonsense read yeah think want one number phone might change contact leave alone said like eye like make roll treat like queen got feelin thrown oh ca help get close baby tongue go numb sound like want one else baby deep lil song wrote song wrote honest lookin got thinkin nonsense cartwheel stomach walk got arm around oh feel good jump octave think got ex forgot ca find chill must lost even know talkin nonsense talkin talkin talkin around clock talkin hope nobody knock talkin opposite soft talkin wild wild thought got ta keep got young energy caught ca help get close baby tongue go numb sound like want one else baby deep deep lil song wrote song wrote honest honest lookin got thinkin nonsense nonsense cartwheel stomach walk walk got arm around oh feel good hit octave think got ex forgot ca find chill must lost even know talkin nonsense talkin talkin talkin talkin talkin talkin ah even know anymore oh song catchier chickenpox bet house sock woke morning thought write pop hit quickly take clothes pop quiz one gon na make gon na make,"[[0.006125309419141903, 0.009540224375433453, 0.011626485961428894, 0.010171061043096745, 0.005067538750517246, 0.005108004676794993, 0.0074827613775859236, 0.003333592583962067, 0.011805174733665547, 0.0035027992773890813, 0.008330733636807723, 0.0024422331814972728, 0.007331025226487298, 0.007970253686354595, 0.0009304477753085212, 0.008981708146427826, 0.0036745722596265764, 0.006701280500849924, 0.0039277826016548886, 0.0038436449693366632, 0.00656330825914572, 0.0052799422683806625, 0.006122312942505522, 0.005041719033115804, 0.027440937907470365, 0.0054446781927964556, 0.007106750531155935, 0.003784970656115009, 0.007683610615074524, 0.016977232416980938, 0.0018796846518482988, 0.006024069623791629, 0.007520120256257691, 0.01573690604652381, 0.005261750388778598, 0.02514107102368794, 0.004992779928163495, 0.002378162037373028, 0.0016424960233228573, 0.006752976861536308, 0.006408857677538203, 0.006294792539635552, 0.004658798652017787, 0.0030128447023247346, 0.0025839326796900076, 0.009687784351119211, 0.005765863492640145, 0.0036748294785918846, 0.002703676657811892, 0.00807912667433054, 0.011989253760685681, 0.016873342088561134, 0.0022368387942568765, 0.003204788843688997, 0.00652272463027263, 0.007591146909462423, 0.0053887056451057775, 0.0006985035030112056, 0.001494208383713872, 0.01914596513325598, 0.008270671603375926, 0.006737218648543899, 0.006260158716148968, 0.007721045200345186, 0.008684455382767835, 0.008155900450507823, 0.014400777107776232, 0.004681214595161154, 0.0019914387241969584, 0.005355821123473392, 0.004042905914158135, 0.003150597670155386, 0.0034753444994116934, 0.005204953877383219, 0.005293210423141467]]"
Sabrina Carpenter,Feather,44 contributorstranslationsportugusespaolfranaistrkeitalianofeather lyric oh another take oh like dream come true platter pull back try make plan two hour advance mm slam door hit ignore saying got blocked afterthought finally cut feel much lighter like feather mind ah floatin memory like whatever waste time ah signal mixed act like bitch fit every stereotype send pic feel much lighter like feather life life like feather like feather like feather yeah feel good carin tonight feel good pretendin like wine like slam door slam door hit ignore hit ignore saying got blocked excited never talk sorry loss feel much lighter like feather mind ah floatin memory like whatever waste time ah signal mixed act like bitch bitch fit every stereotype send pic feel much lighter like feather life life ah mm like feather like feather like feather want done miss duh want done done miss duh duh want done feel much lighter like feather mind miss duh like feather like feather like feather want done feel much lighter like feather mind miss duh like feather like feather like feather yeah,"[[0.009951449251481982, 0.012589516344918106, 0.013244952397820987, 0.014906061131340945, 0.002422657695783128, 0.005941503369961631, 0.0022501205531830146, 0.004727310020941118, 0.017297054783808677, 0.004697643226032612, 0.0178782149798911, 0.008093869365122377, 0.010858828266776303, 0.01163600024177748, 0.003578096366423198, 0.00528091039664501, 0.0064137164832730326, 0.006566551234653633, 0.008646700962827882, 0.004775335800432715, 0.016559391202362897, 0.006337474534564272, 0.009303647543934014, 0.007217988348405809, 0.00695170805374003, 0.006207188585965839, 0.0046389271056643325, 0.01052958648763704, 0.005417451965960236, 0.0028986192450011572, 0.005765654895912172, 0.014906531910675563, 0.010555716873350428, 0.017379224242178453, 0.007635577083572474, 0.01031472441602852, 0.008711955897853918, 0.0034257234564872502, 0.005617712503191209, 0.023994780051470113, 0.010334611637590306, 0.026781810332071648, 0.004037503705039439, 0.0038329053243798105, 0.009607032020282309, 0.00993214708611541, 0.0060566118349002634, 0.005542705978144994, 0.004134060040354578, 0.007565671941908678, 0.015069204630325659, 0.014408996673896295, 0.0027202407754674026, 0.007156266032964011, 0.013329764633196054, 0.013067261578773902, 0.002900523123736732, 0.0009512286475687569, 0.00368939107588222, 0.0037644707425307056, 0.012158218381711416, 0.016407439775466267, 0.0063434494172351355, 0.014616933232358959, 0.011081700692438457, 0.00019732028768209382, 0.0, 0.0033156716451331054, 0.002046014291860934, 0.005725579604245408, 0.007738427270755908, 0.004470602624036025, 0.005334059706978756, 0.009926134681267457, 0.007181078859534699]]"
Sabrina Carpenter,15 Minutes,64 contributorstranslationsdeutschespaolportugustrkeitaliano15 minute lyric clock tickin lately guess mean doin somethin right long time baby gosh hope make night fleetin like battery life hard hold like every guy hot matter time lot fifteen minute lot pretty boy lot funny business take couple buck turn million know lot fifteen minute gon na take two make finish piss people show missin know party come whn bitch get nice runnin th woodwork hopin brain eye well fleetin like gon na die gon na die hard hold like conversation high conversation high hot gon na eat alive alive alive alive oh lot fifteen minute lot pretty boy lot funny business tell wrong take couple buck turn million know lot fifteen minute sure gon na take two make finish finish piss people show missin ooh know ah ooh know ah know ah time baby leak picture maybe say somethin batshit crazy make time baby time baby leak picture maybe ah say somethin batshit crazy ah make yeah oh ah uh ah uh ah oh oh babe,"[[0.010200566425174277, 0.012053967780712955, 0.011460469603918734, 0.010365670182497516, 0.005917286488445458, 0.0055978627755151255, 0.002952411317094589, 0.00518877085756606, 0.011071313875226122, 0.006167292815556447, 0.007976728742478553, 0.0026900991645075344, 0.008795874258701696, 0.009220599728196943, 0.001003193582852245, 0.005337398571263613, 0.006381699455792711, 0.007402402120708803, 0.006397075151921757, 0.005473705693368629, 0.013194892887400429, 0.016364588931455922, 0.004776377495905452, 0.002485997783667453, 0.03091414898285498, 0.0063523743873506785, 0.029607900667629465, 0.0057544202188944725, 0.010520042236765363, 0.006913532273532778, 0.004550445721106478, 0.013510276676908092, 0.013638254235718222, 0.013539571068002278, 0.011678809290938478, 0.006510089827322547, 0.006852853012247514, 0.006520323554182617, 0.002051905269224642, 0.014009412583563436, 0.008567586942121577, 0.011594221802272157, 0.006309312372517067, 0.008566987699701977, 0.005453172446750457, 0.010394478751436589, 0.003958743082555642, 0.002580837754777132, 0.002964534095156364, 0.011907825395776155, 0.010347350600883284, 0.018340893619002846, 0.0049344822104755845, 0.006899032962408395, 0.0098717077344119, 0.01167752817198117, 0.006505944142044471, 0.0009183216281247242, 0.006040804387039245, 0.011668503271049561, 0.01971486632391984, 0.020840987131902727, 0.008515944944088461, 0.01609924771402357, 0.011695762977116372, 0.0008034365175766319, 0.003448210762112095, 0.0078087244926403464, 0.002795733991072138, 0.011944378856469451, 0.015345165820082477, 0.005863902196870633, 0.02801642531413753, 0.013281904842923018, 0.011448777139669299]]"
Sabrina Carpenter,Good Graces,61 contributorstranslationsting vitpolskiespaolportugusitalianodeutsch phasa thaifranaisbahasa indonesiaeskycataltrkegood grace lyric wo give fuck oh mm wo give fuck mm love sweet like angel drawin heart name dreamin writing vow rockin cradle mistake nice naive waste second know lot guy somethin suspect cute as like ooh baby say really like mine let give advice boy complicated stay good grace switch like fast one amazin turnin lovin hatred boy complicated stay good grace switch like like fast fast one amazin turnin lovin hatred wo give fuck wo give fuck wo give fuck cool wo give fuck oh wo give fuck wo give fuck yeah tell world finish chore prematurely break heart swear movin favorite athlete shoot shot every night want every second need guy somethin sus kiss cute as bye boy complicated stay good grace ah switch like fast one amazin amazin turnin lovin hatred boy complicated stay good grace ah switch like like fast fast one amazin turnin lovin hatred wo give fuck wo give fuck wo give fuck oh wo give fuck oh wo give fuck wo give fuck oh wo wo give fuck wo wo wo wo wo wo give fuck wo wo wo wo,"[[0.010507460810771993, 0.010169603515923855, 0.0031864393139880596, 0.0042282393119890925, 0.0005350294573110004, 0.0012193306690318941, 0.0022597046032166194, 0.0019639775872064735, 0.003312990913349817, 0.0011390675209953403, 0.01604501969175717, 0.0018770834916707305, 0.002934262971555997, 0.002542639157680153, 0.0, 0.027284908231590188, 0.0015330526396278423, 0.0019172003159547673, 0.003269265942160104, 0.0013908777380809247, 0.002701691748991553, 0.010677348801289992, 0.001983443781355538, 0.000902634316112915, 0.0025724072358291033, 0.0018631862605439896, 0.0027046825758080305, 0.0020780828560097698, 0.0014813912395736178, 0.0012164135141941096, 0.0033564170818669373, 0.002661177878764025, 0.0028038362146998643, 0.007121381963508862, 0.001838785651760414, 0.0045405237007111795, 0.002943169022499167, 0.0005402570584722945, 0.0017926495854170335, 0.003423161326149345, 0.003210702899864906, 0.003011369665537794, 0.0018269052460075294, 0.0, 0.0032565912116458433, 0.006499808935902079, 0.0009056998350479248, 0.0018053010728756576, 0.0011195149196165618, 0.0019286516739501257, 0.0047651530008548494, 0.009554400780733574, 0.0025800534512288287, 0.001581139464782365, 0.004024246042353521, 0.003775566790915384, 0.002767884765173806, 0.0001751960572758111, 0.001132957417125072, 0.0066366007516266545, 0.00468575537888628, 0.004686477910269287, 0.001568973509133736, 0.006821028328156299, 0.005264543192397475, 0.0002756779380979628, 0.0005065251305898332, 0.0018154503103034196, 0.00026021748067235953, 0.0015597418545627733, 0.00477524365998569, 0.004205087075891623, 0.002938192392701076, 0.0050018766269352265, 0.0021208919196728433]]"
Bon Iver,exile (feat. Bon Iver),240 contributorstranslationsnederlandstrkeespaolportugusitalianomagyardeutschfranaishrvatskisvenskapolskisloveninachinese traditionaleskyexile lyric see standing honey arm around body laughin joke funny took five whole minute pack u leave holdin love hall think seen film like ending homeland anymore defending town exile seein think seen film ooh ooh ooh see starin honey like understudy like get knuckle bloody second third hundredth chance balancin breaking branch eye add insult injury think seen film like ending problem anymore offending crown exile seein think seen film leaving side door step right amount cry time always walked thin line even hear even hear never gave warning sign gave many sign time never learned read mind never learned read mind could turn thing around never turned thing around never gave warning sign gave many sign many sign many sign even see sign think seen film like ending homeland anymore defending town exile seein think seen film leavin side door step right amount cry time always walked thin line even hear even hear never gave warning sign gave many sign time never learned read mind never learned read mind could turn thing around never turned thing around never gave warning sign gave many sign never gave warning sign time many sign never learned read mind many sign could turn thing around could turn thing around never gave warning sign never gave warning sign never gave warning sign ah ah,"[[0.022285124252459973, 0.027181024997880963, 0.015233188527636754, 0.019187372385527736, 0.008151718991826888, 0.002133104351370439, 0.006531843707585874, 0.004995248826114287, 0.0038894847193977435, 0.0035910375999022217, 0.011463284806765943, 0.008598298227473086, 0.009375376201827561, 0.005279701916071762, 0.0017641978325035014, 0.014385364714553645, 0.00413754645523631, 0.005193991030542962, 0.013113807500778661, 0.005819849154977656, 0.03107187745927754, 0.02534091967525458, 0.0049581397499367215, 0.00785358865741986, 0.0077401046253491165, 0.012997845434119602, 0.005953413265147778, 0.007807743580030517, 0.02462122932861691, 0.010866391207373222, 0.003252899413740841, 0.013070537220881301, 0.009796303348203205, 0.008337089969437807, 0.005454219007372233, 0.0122333690598637, 0.0050872222550030054, 0.007354895268847751, 0.0045652940360956015, 0.008994126661328875, 0.013110604361000875, 0.01551725715028636, 0.003566893178577628, 0.006800986889245263, 0.0019287553505868136, 0.006469890660331521, 0.00433316784127391, 0.010136926104565288, 0.00909413316725927, 0.0191342036246034, 0.006289418214653383, 0.020242934179775778, 0.003178418867653472, 0.009127193563888983, 0.009662273198598172, 0.013401483006109566, 0.01910654392197188, 0.0074447779237084705, 0.003191059354266667, 0.02388394440464103, 0.009504363437463767, 0.006286452480686942, 0.007962687153853457, 0.013637259196663663, 0.015213146976349231, 0.013840183493653803, 0.023779778945808194, 0.008763498906923118, 0.004529402624197673, 0.006089286505504696, 0.004682227977363667, 0.006667226858568241, 0.009662725205337354, 0.01380005321173439, 0.007980484002214162]]"
Bon Iver,Rosyln,61 contributorsrosyln lyricsrosyln melancholic ballad indie folk band bon iver rock pioneer vincent collaboration used second movie twilight trilogy twilight new moon interview read turret terrified shale screen worry wo ever find let fool let fool dancing around fold gown sea rock cocked undertow bone blood teeth erode every crashing node wing would help wing would help fill ground gravity proud barely blinking wagging face around become mortal home wo wo wo wo wo let talk wo let talk pull taut nothing let,"[[0.002818368133676715, 0.0018245511793649597, 0.003213610510940361, 0.004323229174093194, 0.002003290142935332, 0.0015265970505464353, 0.005257924855830098, 0.001247041524357283, 0.003079026216422989, 0.001674758452569241, 0.004137150851401107, 0.0022281460694325715, 0.004863530860023627, 0.0030900931150660196, 0.0020477319328453345, 0.02030180827536236, 0.006155296263534488, 0.004518933459373495, 0.006487366926147273, 0.004636949205779969, 0.0024906356129999465, 0.004782564497207463, 0.0022879175864253466, 0.00022807077184176336, 0.0025083350666116077, 0.0019884592815234844, 0.010218444130266667, 0.0023160072781665416, 0.0027834786502375012, 0.011756874687957206, 0.004719809595648746, 0.0036944278024725165, 0.007258649221054399, 0.022022233806854644, 0.0017140544403845544, 0.00698687673466438, 0.007507819074154182, 0.0015608398805520365, 0.0004037007450031033, 0.0036816984340067136, 0.006525598949049613, 0.004554269158144032, 0.0018321847393994318, 0.004248350450191686, 0.0, 0.005443484358059032, 0.003774583795167138, 0.002616429759853101, 0.0032704822331945716, 0.009947705368351682, 0.0027850579515494808, 0.007975192851997551, 0.0015332933640895493, 0.004556760692328078, 0.004100582077548778, 0.0021195393912650214, 0.005622045698650443, 0.0009232338859121634, 0.0021527519645609273, 0.003821525489196043, 0.004258717254869194, 0.0017766174585140421, 0.0019805676865687137, 0.0038524617970141536, 0.008386177369352151, 0.0013610554007316056, 0.0062469201122109415, 0.0015299925021949076, 0.0025947428579590546, 0.004377506817708583, 0.006655231944196884, 0.010052591424917469, 0.004860426910917492, 0.006437361552356391, 0.007550830060847708]]"
Bon Iver,Skinny Love,108 contributorstranslationsdeutschskinny love lyric come skinny love last year pour little salt never staring sink blood crushed veneer tell love wreck cut rope let fall right moment order tall told patient told fine told balanced told kind morning different kind holding ticket owning fine come skinny love happened suckle hope light brassiere sullen load full slow split told patient told fine told balanced told kind love wasted hell breaking britches end line love fight fall far behind,"[[0.1845092868053855, 0.1400130161968384, 0.014539407792573974, 0.011943379482483793, 0.013257818559718935, 0.003436700302645212, 0.05426889058147285, 0.004169046499494621, 0.010637209528890199, 0.0073248566428976, 0.0038972083073370045, 0.003512108099317541, 0.0025433095827532997, 0.005199911072790566, 0.01577970403758737, 0.13592019993445356, 0.0020877701722582243, 0.0019517003226863865, 0.007359125454282324, 0.003730534926065342, 0.012046533955399586, 0.010075826772419834, 0.005826762375707949, 0.0017019413139655328, 0.06459216503963387, 0.00826625720364566, 0.005768613262813184, 0.007610646522076978, 0.001282100984466116, 0.005568779523067819, 0.0036128317229708676, 0.007190118230026422, 0.003501181506421304, 0.015932068052981516, 0.003783764115726328, 0.006823674481325196, 0.0026725813987565667, 0.0049114691627402006, 0.00960878680494173, 0.007410299210577136, 0.006177023451699305, 0.008283403852068669, 0.0046973817278215205, 0.001616899321821236, 0.044030106414399986, 0.012344323671027002, 0.022515012148618972, 0.0048402274960573964, 0.016094711263387195, 0.0045627510717884835, 0.004411059308964821, 0.01252182781563766, 0.005243498922723568, 0.011090204053488968, 0.002980467017816639, 0.008444980542349103, 0.007481904439011508, 0.0011454437802288309, 0.0026010250242137515, 0.09041763679140977, 0.01838252843908549, 0.013506169516324416, 0.00873564793231996, 0.010398420357645058, 0.009185942953495696, 0.002034185364484955, 0.0, 0.0030620319410862226, 0.002255629968341945, 0.004713455909626901, 0.007524090310444428, 0.013010489373719542, 0.0025707771790027456, 0.014898795486449685, 0.0055273105705219636]]"
Bon Iver,If Only I Could Wait,8 contributorsif could wait lyric could wait could wait could wait way live inside state summer charade incur weight really afraid ah ahh stake oh babe take pain could wait ai pace yet take step stage hit ray could pray blaze northern bar bend another straight decay way could wait know hard folded either way keep holding common lead away keep holding strong year away keep holding come learn replace know best resemble trait lord keep going rendered fate memory hold prowling brake memory fade ah ahh taste oh babe every way freight best alone high way,"[[0.009039576171988402, 0.004249081562981972, 0.012990636078925944, 0.011725343199282512, 0.008392119725844683, 0.006209851053843412, 0.012402434630987835, 0.004705042513724508, 0.007923351406629439, 0.005173467140830485, 0.00891770573483418, 0.0018116203538672431, 0.005119377129066647, 0.008401231458773736, 0.0, 0.005521797904671756, 0.007989966797349606, 0.008993152810172263, 0.0033327473699897993, 0.009043483325293603, 0.010924005598720981, 0.019209022426248463, 0.009256372930493795, 0.005015259570538904, 0.008737901742045166, 0.009995373938892323, 0.006206386258371988, 0.009537424720956793, 0.006340585787736933, 0.002800319841726858, 0.006474595423956044, 0.0028393008429961485, 0.008148424412533151, 0.011042785970505193, 0.005402972273444392, 0.005675649433305724, 0.011175543849898033, 0.008312382071505094, 0.0014289581437719348, 0.01713880091546302, 0.007014936340332099, 0.010920633523004892, 0.004750962617844159, 0.004972804124360831, 0.008210572081803225, 0.012600590337466846, 0.0077984485607814034, 0.0059662311774183975, 0.002681573500816566, 0.008733987555574958, 0.008560683776214538, 0.026074012638959112, 0.005895253935207748, 0.007596826788101585, 0.0070881411657326455, 0.010382862485685781, 0.001367888088092187, 0.00705009711522927, 0.008194068152806376, 0.015495702370784488, 0.018364202497143756, 0.01060502441085446, 0.008933224180838053, 0.013515418629104046, 0.011262441382494442, 0.009416489338385514, 0.0, 0.005757499354960997, 0.003814596508999633, 0.007936036870980323, 0.007635447410991172, 0.010336392644334027, 0.013411852773445497, 0.01795081655929125, 0.009398822837099358]]"
Bon Iver,Everything Is Peaceful Love,13 contributorseverything peaceful love lyric go fast mama steady rock tripping tell slipping tell thing ripping let say lipping standing top blinking tell know favored fifty right home damn climbing tree right everything peaceful love right know may go change someday could rightly say parting day went thought one day simply go separate way already spoken hear say already hear say gone long old weight mine damn climbing tree right every little thing love right know someday might change road caught offring burning ring coming going hang around long long time well much nearly enough afraid love make way go ahead away loose opposite fool run table still know truth damn climbing tree right everything peaceful love right know someday may change someway could rightly say parting way,"[[0.1389201669513047, 0.11031334360900931, 0.0197374084756626, 0.020537400621212936, 0.013295175889898488, 0.00762241817630205, 0.043043121940707744, 0.0056202458229644555, 0.022301657862764068, 0.0071125924861909036, 0.008786932030637481, 0.002961301071489916, 0.010444370554158927, 0.008808471918525192, 0.0, 0.0984001750208838, 0.008573055602203327, 0.007395041180827711, 0.019019933097971602, 0.006111579077700701, 0.029139612566278544, 0.024623976322507474, 0.0067231250187489, 0.014956817119570164, 0.02013348508136446, 0.007233175316096006, 0.012546186634512159, 0.0068428032979305975, 0.007347529179737331, 0.02188317602951006, 0.0023584694633884285, 0.005394977832377443, 0.010682798722031034, 0.028451744861990078, 0.010710329796762518, 0.005789015443898857, 0.004860571413975835, 0.004062709242862474, 0.0112565416835852, 0.01299008966534515, 0.010631834839632056, 0.012975970061145191, 0.0052900675158951, 0.0039877705770832335, 0.0, 0.018840395984565217, 0.009519937255167362, 0.004677994546349009, 0.006417840726710217, 0.008165119123117945, 0.010554861961183704, 0.01555990204655705, 0.00591511179513883, 0.021589372532600917, 0.0066200003081006145, 0.02109466829892348, 0.05332058578140484, 0.022084392476862346, 0.004427143529815357, 0.06645708490458993, 0.031157451013317138, 0.012790359405440361, 0.0071494804844776765, 0.012945000102490696, 0.013500538534781425, 0.0014454108739277668, 0.0010451737703528847, 0.009690842247957184, 0.004625350928985538, 0.01354287353381185, 0.016555188792164013, 0.022609311028190124, 0.007666161451677793, 0.01851784655735213, 0.010774255279712907]]"
Bon Iver,S P E Y S I D E,38 contributorss p e e lyricss p e e first new track bon iver released sable ep first new song theyve officially released since 2020s auatc track characterized artist return read know ca make good wish could go back put stood nothing really something whole thing soot serf suffer make hole foot hope look fill book waste wood nothing really happened like thought would ah ah ah ca rest dynasty yeah wrong man sorry got best really damn violent spree maybe still make man speyside quay left live breathe really know hold,"[[0.007558717599232361, 0.02133757189744557, 0.009224300287867393, 0.009312259518896455, 0.006132764830732846, 0.0035731430408837066, 0.0098583232133491, 0.004146453142514255, 0.010066793000686268, 0.003265116509381654, 0.024773088457611205, 0.0021480054142563806, 0.007965768542560994, 0.006952021439106954, 0.0, 0.008870224404991573, 0.003216424003482244, 0.00532090041270419, 0.005683612827056699, 0.007027211553899975, 0.011909996160144464, 0.011873512496091764, 0.007444615246887377, 0.001387028990551615, 0.07227366348064876, 0.01137874734784392, 0.00847551138667039, 0.00608880872365378, 0.011619154211494816, 0.021079645441476995, 0.003379552114156416, 0.008358246091422758, 0.009913078769241301, 0.012177259093249602, 0.008911352129154967, 0.009988535908881047, 0.006469546301555129, 0.0038572265663704797, 0.004158115123996716, 0.013526992571802945, 0.008766632442112775, 0.010092686929535244, 0.0028607984037152556, 0.00550338620596484, 0.004331390316649945, 0.024187576088328243, 0.01627074550609116, 0.009909963210129123, 0.005961067503632656, 0.012308793515704231, 0.011748232082595423, 0.021725100583374308, 0.008442717027925109, 0.006252145053342889, 0.008849458903869206, 0.027349155089860015, 0.013179418353078922, 0.005022973377856271, 0.004901538157227233, 0.01007615410767466, 0.015614588741271147, 0.012410192182922322, 0.005505561059754767, 0.013466707282648182, 0.007552043522723953, 0.004912268422013391, 0.011535953818683239, 0.009253272033456685, 0.006499943362495878, 0.012416492786645165, 0.008928938969234784, 0.00853155590722364, 0.009784587293256814, 0.009452903416906336, 0.010642766141888894]]"
