artist,track,lyrics
Kendrick Lamar,XXX.,"834 ContributorsTranslationsTrkeSvenskaEspaolSloveninaPortugusPolskiItalianoHebrewDeutschFranaisSuomiNederlandsAzrbaycanca  eskySAD! Lyrics Yeah  Who am I? Someone that's afraid to let go, uh You decide if you're ever gonna let me know (Yeah) Suicide if you ever try to let go, uh I'm sad, I know, yeah, I'm sad, I know, yeah Who am I? Someone that's afraid to let go, uh You decide if you're ever gonna let me know (Yeah) Suicide if you ever try to let go, uh I'm sad, I know, yeah, I'm sad, I know, yeah  I gave her everything She took my heart and left me lonely I think broken heart's contagious I won't fix, I'd rather weep I'm lost then I'm found But it's torture bein' in love I love when you're around But I fuckin' hate when you leave  Who am I? Someone that's afraid to let go, uh You decide if you're ever gonna let me know (Yeah) Suicide if you ever try to let go, uh I'm sad, I know, yeah, I'm sad, I know, yeah Who am I? Someone that's afraid to let go, uh You decide if you're ever gonna let me know (Yeah) Suicide if you ever try to let go, uh I'm sad, I know, yeah, I'm sad, I know, yeah   Who am I? Someone that's afraid to let go, uh You decide if you're ever gonna let me know (Yeah) Suicide if you ever try to let go, uh I'm sad, I know, yeah, I'm sad, I know, yeah Who am I? Someone that's afraid to let go, uh You decide if you're ever gonna let me know (Yeah) Suicide if you ever try to let go, uh I'm sad, I know, yeah, I'm sad, I know, yeah"
Elton John,Don’t Let the Sun Go Down on Me,"26 ContributorsTranslationsDeutschDont Let the Sun Go Down on Me LyricsDont Let the Sun Go Down on Me is a song written by Elton John and his lyricist Bernie Taupin. The song was originally recorded in 1974 by Elton John for his studio album, Caribou. The song was a hit in Read More  I can't light no more of your darkness All my pictures seem to fade to black and white I'm growin' tired, and time stands still before me Frozen here on the ladder of my life  Too late to save myself from falling I took a chance and changed your way of life But you misread my meanin' when I met you Closed the door and left me blinded by the light  Don't let the sun go down on me (Don't let the sun) Although I search myself, it's always someone else I see I'd just allow a fragment of your life (Don't let the sun) to wander free But losin' everything is like the sun goin' down on me  I can't find, oh, the right romantic line But see me once and see the way I feel Don't discard me just because you think I mean you harm But these cuts I have, oh, they need love to help them heal  Don't let the sun go down on me (Don't let the sun) Although I search myself, it's always someone else I see I'd just allow a fragment of your life (Don't let the sun) to wander free But losin' everything is like the sun goin' down on me   Don't let the sun go down on me (Don't let the sun) Although I search myself, it's always someone else I see I'd just allow a fragment of your life (Don't let the sun) to wander free, yeah But losin' everything is like the sun goin' down on me"
Elton John,Your Song,"101 ContributorsTranslationsFranaisPortugusDeutschYour Song LyricsThe song was composed and performed by Elton John but the lyrics were written by Bernie Taupin. It originally appeared in his self titled and second album. Elton John hadnt come out of the closet yet, but Read More  It's a little bit funny This feelin' inside I'm not one of those who can easily hide I don't have much money, but boy, if I did I'd buy a big house where we both could live  If I was a sculptor, heh But then again, no Or a man who makes potions in a travellin' show, oh I know it's not much, but it's the best I can do My gift is my song and this one's for you  And you can tell everybody This is your song It may be quite simple, but Now that it's done I hope you don't mind, I hope you don't mind That I put down in words How wonderful life is While you're in the world  I sat on the roof And kicked off the moss Well, a few of the verses Well, they've got me quite cross But the sun's been quite kind While I wrote this song It's for people like you that keep it turned on  So excuse me forgettin' But these things I do You see, I've forgotten If they're green or they're blue Anyway, the thing is What I really mean Yours are the sweetest eyes I've ever seen  And you can tell everybody This is the song It may be quite simple, but Now that it's done I hope you don't mind, I hope you don't mind That I put down in words How wonderful life is While you're in the world  I hope you don't mind, I hope you don't mind That I put down in words How wonderful life is While you're in the world"
Elton John,Bennie and the Jets,"60 ContributorsTranslationsDeutschBennie and the Jets LyricsBennie and the Jets is a song composed by Elton John and Bernie Taupin. The song tells of Bennie and the Jets, a fictional band of whom Elton John is a supposed fan. In interviews, Taupin has said that Read More  Hey kids, shake it loose together The spotlight's hittin' somethin' that's been known to change the weather We'll kill the fatted calf tonight, so stick around You're gonna hear electric music, solid walls of sound  Say, Candy and Ronnie, have you seen them yet? Ooh, but they're so spaced out B-B-B-B-B-Bennie and the Jets Oh, but they're weird and they're wonderful Oh, Bennie, she's really keen  She's got electric boots, a mohair suit You know, I read it in a magazine, oh-oh B-B-B-Bennie and the Jets  Hey kids, plug into the faithless Maybe they're blinded, but Bennie makes them ageless We shall survive, let us take ourselves along Where we fight our parents out in the streets To find who's right and who's wrong  Oh, Candy and Ronnie, have you seen them yet? Oh, but they're so spaced out B-B-B-B-B-Bennie and the Jets Oh, but they're weird and they're wonderful Oh, Bennie, she's really keen  She's got electric boots, a mohair suit You know, I read it in a magazine, oh-oh B-B-B-Bennie and the Jets   Oh, Candy and Ronnie, have you seen them yet? Oh, but they're so spaced out B-B-B-B-B-Bennie and the Jets Oh, but they're weird and they're wonderful Oh, Bennie, she's really keen  She's got electric boots, a mohair suit You know, I read it in a magazine, oh-oh B-B-B-Bennie and the Jets  Bennie, Bennie and the Jets Bennie, Bennie, Bennie, Bennie and the Jets Bennie, Bennie, Bennie, Bennie, Bennie and the Jets Bennie, Bennie, Bennie, Bennie and the Jets Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie and the Jets, the Jets, the Jets Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie, Bennie and the Jets"
Elton John,I’m Still Standing,"87 ContributorsTranslationsDeutschFranaisItalianoTrkeIm Still Standing LyricsIm Still Standing is the second single and song from Elton Johns Too Low For Zero. Russel Mulcahy, video director of the videoclip, told us I Want My MTV!:  Elton Johns Im Still Standing was Read More  You could never know what it's like Your blood, like winter, freezes just like ice And there's a cold, lonely light that shines from you You'll wind up like the wreck you hide behind that mask you use And did you think this fool could never win? Well, look at me, I'm a-comin' back again I got a taste of love in a simple way And if you need to know while I'm still standin', you just fade away  Don't you know, I'm still standin' better than I ever did? Lookin' like a true survivor, feelin' like a little kid And I'm still standin' after all this time Pickin' up the pieces of my life without you on my mind  I'm still standin' (Yeah, yeah, yeah) I'm still standin' (Yeah, yeah, yeah)  Once, I never coulda hoped to win You're startin' down the road, leavin' me again The threats you made were meant to cut me down And if our love was just a circus, you'd be a clown by now  You know, I'm still standin' better than I ever did Lookin' like a true survivor, feelin' like a little kid And I'm still standin' after all this time Pickin' up the pieces of my life without you on my mind  I'm still standin' (Yeah, yeah, yeah) I'm still standin' (Yeah, yeah, yeah)   Don't you know that I'm still standin' better than I ever did? Lookin' like a true survivor, feelin' like a little kid And I'm still standin' after all this time Pickin' up the pieces of my life without you on my mind  I'm still standin' (Yeah, yeah, yeah) I'm still standin' (Yeah, yeah, yeah)  I'm still standin' (Yeah, yeah, yeah) I'm still standin' (Yeah, yeah, yeah) I'm still standin' (Yeah, yeah, yeah) I'm still standin' (Yeah, yeah, yeah)"
Elton John,Tiny Dancer,"67 ContributorsTiny Dancer LyricsFor pretty much all of Elton Johns greatest songs, the words were written by Bernie Taupin.  The result is that sometimes Elton is singing words that are actually intensely personal to Bernie, and theres no Read More  Blue jean baby, L.A. lady Seamstress for the band Pretty-eyed, pirate smile You'll marry a music man Ballerina, you must've seen her Dancing in the sand And now she's in me, always with me Tiny dancer in my hand  Jesus freaks out in the street Handing tickets out for God Turning back, she just laughs The boulevard is not that bad Piano man, he makes his stand In the auditorium Looking on, she sings the songs The words she knows, the tune she hums  But, oh, how it feels so real Lying here with no one near Only you, and you can hear me When I say softly, slowly  Hold me closer, tiny dancer Count the headlights on the highway Lay me down in sheets of linen You had a busy day today Hold me closer, tiny dancer Count the headlights on the highway Lay me down in sheets of linen You had a busy day today  Blue jean baby, L.A. lady Seamstress for the band Pretty-eyed, pirate smile You'll marry a music man Ballerina, you must've seen her Dancing in the sand And now she's in me, always with me Tiny dancer in my hand  Oh, how it feels so real Lying here with no one near Only you, and you can hear me When I say softly, slowly  Hold me closer, tiny dancer Count the headlights on the highway Lay me down in sheets of linen You had a busy day today Hold me closer, tiny dancer Count the headlights on the highway Lay me down in sheets of linen You had a busy day today Ooh"
Elton John,Goodbye Yellow Brick Road,"73 ContributorsTranslationsMagyarGoodbye Yellow Brick Road LyricsThe fourth track on Elton Johns 1973 double album of the same name, and the second single from the album. Written by Elton and his co-songwriter Bernie Taupin, Goodbye Yellow Brick Road is about wanting to Read More  When are you gonna come down? When are you going to land? I should have stayed on the farm I should have listened to my old man You know you can't hold me forever I didn't sign up with you I'm not a present for your friends to open This boy's too young to be singin' the blues  Ah, ah-ah ah ah Ah-ah-ah, ah  So goodbye yellow brick road Where the dogs of society howl You can't plant me in your penthouse I'm goin' back to my plough Back to the howlin' old owl in the woods Huntin' the horny-back toad Oh, I've finally decided my future lies Beyond the yellow brick road  Ah, ah-ah ah ah Ah-ah-ah, ah  What do you think you'll do, then? I bet they shoot down the plane It'll take you a couple of vodka and tonics To set you on your feet again Maybe you'll get a replacement There's plenty like me to be found Mongrels who ain't got a penny Sniffin' for tidbits like you on the ground  Ah, ah-ah ah ah Ah-ah-ah, ah  So goodbye yellow brick road Where the dogs of society howl You can't plant me in your penthouse I'm goin' back to my plough Back to the howlin' old owl in the woods Huntin' the horny-back toad Oh, I've finally decided my future lies Beyond the yellow brick road  Ah, ah-ah ah ah Ah-ah-ah, ah"
Elton John,Crocodile Rock,"40 ContributorsCrocodile Rock LyricsLikely inspired by the song Daddy Cools Eagle Rock and Neil Sedakas Oh! Carol, Crocodile Rock comments on rocks evolution over time using metaphors. Elton John actually described this song as Read More  I remember when rock was young Me and Susie had so much fun Holding hands and skimming stones Had an old gold Chevy and a place of my own But the biggest kick I ever got Was doing a thing called the Crocodile Rock While the other kids were rocking 'round the clock We were hopping and bopping to the Crocodile Rock  Well, Crocodile Rocking is something shocking When your feet just can't keep still I never knew me a better time, and I guess I never will Oh, lawdy mama, those Friday nights When Susie wore her dresses tight And the Crocodile Rocking was out of sight  Laa, la-la-la-la-laa La-la-la-la-laa La-la-la-la-laa  But the years went by and the rock just died Susie went and left us for some foreign guy Long nights crying by the record machine Dreaming of my Chevy and my old blue jeans But they'll never kill the thrills we've got Burning up to the Crocodile Rock Learning fast as the weeks went past We really thought the Crocodile Rock would last  Well, Crocodile Rocking is something shocking When your feet just can't keep still I never knew me a better time, and I guess I never will Oh, lawdy mama, those Friday nights When Susie wore her dresses tight And the Crocodile Rocking was out of sight  Laa, la-la-la-la-laa La-la-la-la-laa La-la-la-la-laa  I remember when rock was young Me and Susie had so much fun Holding hands and skimming stones Had an old gold Chevy and a place of my own But the biggest kick I ever got Was doing a thing called the Crocodile Rock While the other kids were rocking 'round the clock We were hopping and bopping to the Crocodile Rock  Well, Crocodile Rocking is something shocking When your feet just can't keep still I never knew me a better time, and I guess I never will Oh, lawdy mama, those Friday nights When Susie wore her dresses tight And the Crocodile Rocking was out of sight  Laa, la-la-la-la-laa La-la-la-la-laa La-la-la-la-laa  Laa, la-la-la-la-laa La-la-la-la-laa La-la-la-la-laa  Laa, la-la-la-la-laa La-la-la-la-laa La-la-la-la-laa"
Elton John,Can You Feel the Love Tonight,"65 ContributorsCan You Feel the Love Tonight LyricsDuring Can You Feel the Love Tonight, Timon and Pumbaa mourn for their diminishing friendship with Simba while off-screen vocals sing about the romance in the air. Simba and Nala walk and playfully wrestle Read More  I can see what's happening  What?  And they don't have a clue  Who?  They'll fall in love, and here's the bottom line Our trio's down to two  Oh!  The sweet caress of twilight There's magic everywhere And with all this romantic atmosphere Disaster's in the air  Can you feel the love tonight? (Mamela thuli) The peace the evening brings (Mamela thuli) The world, for once, in perfect harmony With all its living things (Mamela lelando we)  So many things to tell her But how to make her see The truth about my past? Impossible! She'd turn away from me He's holding back, he's hiding But what, I can't decide Why won't he be the king I know he is The king I see inside?  Can you feel the love tonight? (Mamela, mamela thuli) The peace the evening brings (Mamela thuli) The world, for once, in perfect harmony With all its living things (Mamela, mamela lelando we) Can you feel the love tonight? (Mamela, mamela thuli) You needn't look too far (Mamela, mamela thuli) Stealing through the night's uncertainties Love is where they are  And if he falls in love tonight It can be assumed  His carefree days with us are history  In short, our pal is doomed"
Elton John,Rocket Man,"34 ContributorsTranslationsFranaisRocket Man LyricsRocket Man is a soft and emotional song from ZillaKami, where he sings about how he wants to leave his feelings on Earth and explore outer space. The track leaked online on October 14, 2019, along with the Read More  Broken dreams and cigarettes again and again Reelin' in my inner thoughts again and again I just need a head rush again and again I just need something that's not the same old thing  And in my presence, I can't get enough An urgent message, I need a head rush And in my presence, I can't get enough An urgent message, I need a head rush  Oh, would I love to see the stars from the beaches up on Mars Would I love to have a day on Neptune, in outer space I pretend I'm a rocket man, explorin' places I've never been When I'm caught, don't reel me in, let me go and let me swim Oh, would I love to see the stars from the beaches up on Mars Would I love to have a day on Neptune, in outer space I pretend I'm a rocket man, exploring places I've never been When I'm caught, don't reel me in, let me go and let me swim Oh, would I love to see the stars from the beaches up on Mars Would I love to have a day on Neptune, in outer space  I pretend I'm a rocket man"
Elton John,Circle of Life,"71 ContributorsCircle of Life LyricsLebo Ms arresting and enthralling Zulu chant opens the movie and calls to the citizens of the Pride Lands to come to Pride Rock. As the sun rises, the animals of the Pride Lands awaken from their slumber and Read More  Nants ingonyama bagithi Baba Sithi uhm ingonyama (Yeah, ingonyama) Nants ingonyama bagithi Baba Sithi uhm ingonyama (Hayi Baba) Ingonyama (Siyo Nqoba) Ingonyama Ingonyama nengw' enamabala Ingonyama nengw' enamabala Ingonyama nengw' enamabala Ingonyama nengw' enamabala Ingonyama nengw' enamabala Ingonyama nengw' enamabala (Se-to-kwa) Ingonyama nengw' enamabala (Asana) Ingonyama nengw' enamabala (Se-to-kwa) Ingonyama nengw' enamabala From the day we arrive on the planet And blinking, step into the sun There's more to see than can ever be seen More to do than can ever be done There's far too much to take in here More to find than can ever be found But the sun rolling high through the sapphire sky Keeps great and small on the endless round  It's the circle of life And it moves us all Through despair and hope Through faith and love 'Til we find our place On the path unwinding In the circle The circle of life Ingonyama nengw' enamabala Ingonyama nengw' enamabala Ingonyama nengw' enamabala (Se-to-kwa) Ingonyama nengw' enamabala (Eshe) Ingonyama nengw' enamabala (Se-to-kwa) Ingonyama nengw' enamabala (Eshe) Ingonyama nengw' enamabala (Se-to-kwa) Ingonyama nengw' enamabala (Eshe) Ingonyama nengw' enamabala (Se-to-kwa) Ingonyama nengw' enamabala Ingonyama nengw' enamabala Ingonyama nengw' enamabala (Eshe) Ingonyama nengw' enamabala (Se-to-kwa) Ingonyama nengw' enamabala (Eshe) Ingonyama nengw' enamabala (Se-to-kwa) Ingonyama nengw' enamabala  It's the circle of life And it moves us all Through despair and hope Through faith and love 'Til we find our place On the path unwinding In the circle The circle of life"
Queen,Killer Queen,"156 ContributorsTranslationsEspaolKiller Queen LyricsKiller Queen was the breakthrough song that turned Queen into worldwide rock stars. Peaking at 2 in the UK, the song became a hit in seven other European countries as well. Killer Queen was the first Read More  She keeps Mot et Chandon In her pretty cabinet ""Let them eat cake"", she says Just like Marie Antoinette A built-in remedy For Khrushchev and Kennedy (Ooh, ooh) At anytime, an invitation you can't decline (Ooh, ooh)  Caviar and cigarettes Well-versed in etiquette Extraordinarily nice  She's a killer queen Gunpowder, gelatine Dynamite with a laser beam (Pa-pa-pa-pa) Guaranteed to blow your mind (Anytime) Ooh, recommended at the price Insatiable an appetite Wanna try?  To avoid complications She never kept the same address In conversation She spoke just like a baroness Met a man from China Went down to Geisha Minah (Killer) Then again incidentally (Killer) If you're that way inclined (She's a killer queen)  Perfume came naturally from Paris (Naturally) For cars, she couldn't care less Fastidious and precise She's a killer queen Gunpowder, gelatine Dynamite with a laser beam (Pa-pa-pa-pa) Guaranteed to blow your mind (Anytime)   Drop of a hat, she's as willing as Playful as a pussycat (Ooh) Then momentarily out of action (Ooh) Temporarily out of gas (Ooh, da-da) To absolutely drive (Drive you wild) (Wild) She's out to get you She's a killer queen Gunpowder, gelatine Dynamite with a laser beam (Pa-pa-pa-pa) Guaranteed to blow your mind (Anytime) Ooh, recommended at the price Insatiable an appetite Wanna try?  You wanna try?"
Queen,Don’t Stop Me Now,"153 ContributorsTranslationsDeutschEspaolTrkeDont Stop Me Now LyricsDont Stop Me Now is one of Queens masterpieces, a song thats aged well with time and landed third on Rolling Stones list of the Top 10 Queen Songs. Its a simple song, an energetic song that sees lead Read More  Tonight, I'm gonna have myself a real good time I feel alive And the world, I'll turn it inside out, yeah I'm floatin' around in ecstasy So don't stop me now Don't stop me 'Cause I'm havin' a good time Havin' a good time  I'm a shootin' star, leapin' through the sky like a tiger Defyin' the laws of gravity I'm a racin' car, passin' by like Lady Godiva I'm gonna go, go, go, there's no stoppin' me  I'm burnin' through the sky, yeah Two hundred degrees, that's why they call me Mister Fahrenheit I'm travelling at the speed of light I wanna make a supersonic man outta you  Don't stop me now I'm havin' such a good time, I'm havin' a ball Don't stop me now If you wanna have a good time, just give me a call (Don't stop me now) 'Cause I'm havin' a good time (Don't stop me now) Yes, I'm havin' a good time I don't wanna stop at all, yeah  I'm a rocket ship on my way to Mars on a collision course I am a satellite, I'm out of control I'm a sex machine, ready to reload like an atom bomb About to oh, oh, oh, oh, oh, explode  I'm burnin' through the sky, yeah Two hundred degrees, that's why they call me Mister Fahrenheit I'm travellin' at the speed of light I wanna make a supersonic woman of you  (Don't stop me, don't stop me, don't stop me) Hey, hey, hey (Don't stop me, don't stop me, ooh, ooh, ooh) I like it (Don't stop me, don't stop me, hey, alright) Have a good time, good time (Don't stop me, don't stop me) Woah Let loose, honey, alright   Oh, I'm burnin' through the sky, yeah Two hundred degrees, that's why they call me Mister Fahrenheit, hey Travellin' at the speed of light I wanna make a supersonic man outta you, hey, hey  Don't stop me now I'm havin' such a good time, I'm havin' a ball Don't stop me now (Ooh) If you wanna have a good time (Alright), just give me a call (Don't stop me now) 'Cause I'm havin' a good time (Hey, hey) (Don't stop me now) Yes, I'm havin' a good time I don't wanna stop at all  Ah, da, da, da, da Da, da, ah, ah Ah, da, da, ah, ah, ah Ah, da, da Ah, da, da, ah, ah Ooh, ooh-ooh, ooh-ooh"
Queen,Love of My Life,"141 ContributorsTranslationsTrkeEspaolLove of My Life LyricsThis song is written about Mary Austin, with whom Freddie had a long-term relationship. They met in 1970, and Freddie referred to her once as the love of his life, despite engaging in relationships with men Read More   Love of my life, you've hurt me You've broken my heart And now you leave me Love of my life, can't you see?  Bring it back, bring it back Don't take it away from me Because you don't know What it means to me  Love of my life, don't leave me You've taken my love (all my love) And now desert me Love of my life, can't you see?  (Please bring it back, back) Bring it back, bring it back Don't take it away from me Because you don't know What it means to me (means to me)  You will remember when this is blown over And everything's all by the way When I grow older I will be there at your side To remind you How I still love you (I still love you)  Back, hurry back Please bring it back home to me Because you don't know What it means to me (means to me)  Love of my life Love of my life Ooh, ooh"
Queen,Under Pressure,"135 ContributorsTranslationsEnglishUnder Pressure LyricsA duet about how the pressure on our lives makes us nearly crumble. The collaboration emerged from a hectic day of partying and composing by David Bowie and the four members of Queen.  The bass line Read More  Mmm num ba de Dum bum ba be Doo buh dum ba beh beh  Pressure Pushing down on me Pressing down on you No man ask for Under pressure That burns a building down Splits a family in two Puts people on streets Um ba ba be Um ba ba be De day da Ee day da That's okay  It's the terror of knowing what this world is about Watching some good friends screaming, ""Let me out"" Pray tomorrow gets me higher Pressure on people, people on streets  Day day de mm hm Da da da ba ba Okay  Chipping around, kick my brains 'round the floor These are the days, it never rains, but it pours  Ee do ba be Ee da ba ba ba Um bo bo Be lap People on streets Ee da de da de People on streets Ee da de da de da de da  It's the terror of knowing what this world is about Watching some good friends screaming, ""Let me out"" Pray tomorrow gets me higher, higher, high Pressure on people, people on streets  Turned away from it all like a blind man Sat on a fence, but it don't work Keep coming up with love, but it's so slashed and torn Why, why, why? Love, love, love, love, love Insanity laughs under pressure we're breaking  Can't we give ourselves one more chance? Why can't we give love that one more chance? Why can't we give love, give love, give love, give love Give love, give love, give love, give love, give love?  'Cause love's such an old-fashioned word And love dares you to care for The people on the (People on streets) edge of the night And love (People on streets) dares you to change our way of Caring about ourselves This is our last dance This is our last dance This is ourselves Under pressure Under pressure Pressure"
Queen,Somebody to Love,"103 ContributorsTranslationsSomebody to Love LyricsAs strongly in the major key this song is, it tells quite the tale. Lyrics ranging from each morning I get up I die a little to everyone wants to put me down portray Freddie as damaged, depressed and Read More  Can anybody find me Somebody to love?  Ooh, each morning I get up I die a little Can barely stand on my feet Take a look at yourself in the mirror and cry Take a look in the mirror and cry Lord, what you're doing to me? (Yeah, yeah) I have spent all my years in believin' you But I just can't get no relief, Lord  Somebody (Somebody) Ooh, somebody (Somebody) Can anybody find me Somebody to love? Yeah  I work hard (He works hard) every day of my life I work 'till I ache my bones At the end (At the end of the day) I take home My hard-earned pay all on my own (Goes home, goes home on his own) I get down (Down) on my knees (Knees) and I start to pray (Praise the Lord) 'Till the tears run down from my eyes, Lord  Somebody (Somebody) Ooh, somebody (Please) Can anybody find me Somebody to love? Oh  (He works hard) everyday (Everyday) I try and I try and I try But everybody wants to put me down They say I'm going crazy They say I got a lot of water in my brain I got no common sense (He's got) I got nobody left to believe No, no, no, no   (Ooh, ooh, ooh, Lord) Ooh, somebody Ooh (Somebody) Anybody find me Somebody to love Can anybody find me Someone to love?  Got no feel, I got no rhythm I just keep losing my beat (You just keep losing and losing) I'm okay, I'm alright (He's alright, he's alright) I ain't gonna face no defeat (Yeah, yeah) I just gotta get out of this prison cell (One day) Someday I'm gonna be free, Lord Find me somebody to love Find me somebody to love Find me somebody to love Find me somebody to love Find me somebody to love (Find me, find me) Find me somebody to love (Find me) Find me somebody to love Find me somebody to love-ove-ove (Ooh, find me, find me) Find me somebody to love (Somebody to love) Find me somebody to love Somebody (Somebody) Somebody (Somebody) Somebody (Find me) (Somebody find me somebody to love) Can anybody find me Somebody to love? (Find me somebody to love) Ooh (Find me somebody to love) Find me somebody (Find me somebody to love) Somebody, somebody, somebody to love (Find me somebody to love) Find me, find me Find me, find me, find me (Find me somebody to love) Ooh, somebody to love (Find me somebody to love) Ooh, find me, find me Find me somebody to love (Find me somebody to love) Anybody, anywhere, anybody Find me somebody to love, love Find me, find me, find me, find me"
Queen,Radio Ga Ga,"111 ContributorsTranslationsDeutschRadio Ga Ga LyricsThis is the first track on Queens 1984 album, The Works.  Written by the bands drummer, Roger Taylor, this song reached the Top 40 of every major chart around the world.  Its music video prominently Read More  (Radio) (Radio) I'd sit alone and watch your light My only friend through teenage nights And everything I had to know I heard it on my radio You gave them all those old-time stars Through wars of worlds, invaded by Mars You made 'em laugh, you made 'em cry You made us feel like we could fly (Radio) So don't become some background noise A backdrop for the girls and boys Who just don't know, or just don't care And just complain when you're not there  You had your time, you had the power You've yet to have your finest hour Radio (Radio)  All we hear is radio ga ga Radio goo goo Radio ga ga All we hear is radio ga ga Radio blah, blah Radio, what's new? Radio, someone still loves you  We watch the shows, we watch the stars On videos for hours and hours We hardly need to use our ears How music changes through the years Let's hope you never leave, old friend Like all good things, on you, we depend So stick around 'cause we might miss you When we grow tired of all this visual You had your time, you had the power You've yet to have your finest hour Radio (Radio)  All we hear is radio ga ga Radio goo goo Radio ga ga All we hear is radio ga ga Radio goo goo Radio ga ga All we hear is radio ga ga Radio blah, blah Radio, what's new? Someone still loves you   Radio ga ga (Radio ga ga) Radio ga ga (Radio ga ga) Radio ga ga (Radio ga ga)   You had your time, you had the power You've yet to have your finest hour Radio (Radio)"
Queen,Another One Bites the Dust,"122 ContributorsTranslationsEnglishAnother One Bites the Dust LyricsAnother One Bites the Dust took the world by storm. The song became a hit in 17 countries, but nowhere larger than in the United States, where it became the biggest-selling Queen record ever, topping both Read More  Ooh, let's go!  Steve walks warily down the street With the brim pulled way down low Ain't no sound but the sound of his feet Machine guns ready to go Are you ready? Hey, are you ready for this? Are you hanging on the edge of your seat? Out of the doorway, the bullets rip To the sound of the beat, yeah  Another one bites the dust Another one bites the dust And another one gone, and another one gone Another one bites the dust, yeah Hey, I'm gonna get you, too Another one bites the dust How do you think I'm gonna get along Without you, when you're gone? You took me for everything that I had And kicked me out on my own Are you happy, are you satisfied? How long can you stand the heat? Out of the doorway, the bullets rip To the sound of the beat Look out  Another one bites the dust Another one bites the dust And another one gone, and another one gone Another one bites the dust Hey, I'm gonna get you, too Another one bites the dust  Hey Oh, take it Bite the dust Bite the dust, yeah Hey Another one bites the dust Another one bites the dust, ow Another one bites the dust, hey hey Another one bites the dust, hey-eh-eh Ooh, shut up There are plenty of ways you can hurt a man And bring him to the ground You can beat him, you can cheat him, you can treat him bad And leave him when he's down, yeah But I'm ready, yes, I'm ready for you I'm standing on my own two feet Out of the doorway, the bullets rip Repeating to the sound of the beat Oh yeah  Another one bites the dust Another one bites the dust And another one gone, and another one gone Another one bites the dust, yeah Hey, I'm gonna get you, too Another one bites the dust  Shoot out Ay-yeah Alright"
Queen,We Will Rock You,"136 ContributorsTranslationsPolskiPortugusDeutschTrkeWe Will Rock You LyricsWe Will Rock You was released as a Double-A-Single with We Are the Champions, and became one of Queens biggest songs worldwide and a staple of arena and stadium sports everywhere. It was a conscious Read More  Buddy, you're a boy, make a big noise Playing in the street Gonna be a big man someday You got mud on your face You big disgrace Kickin' your can all over the place, singin' We will, we will rock you We will, we will rock you  Buddy, you're a young man, hard man Shouting in the street Gonna take on the world someday You got blood on your face You big disgrace Waving your banner all over the place We will, we will rock you (Sing it, oh) We will, we will rock you  Buddy, you're an old man, poor man Pleading with your eyes Gonna make you some peace someday You got mud on your face Big disgrace Somebody better put you back into your place  We will, we will rock you, sing it We will, we will rock you Everybody, we will, we will rock you Hmm, we will, we will rock you Alright"
Queen,We Are the Champions,"111 ContributorsTranslationsPortugusTrkeDeutschWe Are the Champions LyricsWe Are the Champions is the second track on Queens sixth studio album, News of the World. It was released as an A-side single, with its partner song, We Will Rock You, as the B-side. The songs were Read More  I've paid my dues Time after time I've done my sentence But committed no crime And bad mistakes I've made a few  I've had my share of sand kicked in my face But I've come through (And I mean to go on and on, and on, and on) We are the champions, my friends And we'll keep on fighting till the end We are the champions We are the champions No time for losers 'Cause we are the champions Of the world I've taken my bows And my curtain calls You brought me fame and fortune and everything that goes with it I thank you all But it's been no bed of roses No pleasure cruise  I consider it a challenge before the whole human race And I ain't gonna lose (And I mean to go on and on, and on, and on)  We are the champions, my friends And we'll keep on fighting till the end We are the champions We are the champions No time for losers 'Cause we are the champions Of the world  We are the champions, my friends And we'll keep on fighting till the end, oh We are the champions We are the champions No time for losers 'Cause we are the champions"
